id,scenario_id,category,title,description,listing_price,buyer_target,buyer_cost,seller_target,seller_cost
668,S_CnrDmM0KKi0kAMRc,electronics,Ultra Quad Copter,Protocol Ultra-Quad  Copter for outdoor flights. Unparalleled precision: Flys up/down forward /backwards right/left side to side perform combination maneuvers banked turns and 360 flips motion sensitive electronic auto stabilize Copter for solid control.2.4 Gig transmitter clear wide area reception LCD screen and audio tones makes flight adjustments a breeze.,85,64,85,85,59
669,S_YzVflkm2quYnfXK4,housing,Two Bedroom Apt. Avail 6-15,"Custom Decor, spacious and well maintain, gated community with pool and laundry on site! Close to everything! Call Manager Sherry @ Visit us at: www.marcotteproperties.com Call now, and secure your new home today!",2075,1909,2075,2075,1892
670,S_G6o6pAlqDCDrt2Hp,bike,Primo 14mm - 3/8 sealed chrome wheels snafu,Has normal wear. Needs cleaning. Finish is peeling yet they are solid structurally. Takes 20 inch wheels. Will consider trades for old Bmx.,80,48,80,80,47
671,S_TpUNeXNQKd8USUE2,electronics,Precision Power pc4400 old school beast amp,Amp works perfectly.  No other offers wanted. 120 CASH with no plugs or 150 cash with plugs.  Amp requires the plugs to work.  AGAIN NO OTHER OFFERS WANTED.  Amazing sound quality from this 4 channel amp. These amps sound amazing and beats any amp out their in sound quality.  Please call only if serious and ready to buy.,120,72,120,120,69
672,S_cGts1xbK3UKJaXfu,bike,★ BLACK 80cc/66cc MOTORIZED BIKE ENGINE KIT SALE!!! HIGHEST QUALITY★,"IN STOCK- HURRY WHILE SUPPLIES LAST!!! https://www.CaliforniaMotorbikes.com These are complete street legal kits, everything you need to convert your bicycle to a fun moped! We sell only the best bike engine kits with professional grade balanced engines. A balanced crank makes this engine run smoother, last longer with minimal vibration... Your bike and all parts attached to it will last longer and need less maintenance. www.CaliforniaMotorbikes.com If you buy today before 12 pm, USPS will deliver tomorrow to most parts of California",138,126,138,138,126
673,S_5xWGLMWUr1q1XjbN,electronics,GE 7 day timer random vacation preprogrammed for vacations,"GE 7 day timer random vacation preprogrammed for vacations, BRAND NEW, turns lamps or appliances on and off during late PM and early AM hours, confusing potential burglars. Simply set the time and plug it in. ask 5.00 Pick up the item at #164 W. Jackson Street & Cypress Ave (corner of Walgreen Pharmacy parking lot) If the post is on, it means the item still available. Thanks for looking.",5,4,5,5,4
675,S_GWP8OOBPX7GupH4L,furniture,Eames Mid Century Modern Style Arm Chairs,1 Black Eames Mid Century Modern Style Arm Chair-Sold Great for any living or business spaces. SERIOUS inquiries only please.,75,69,75,75,68
677,S_Id5BRZlVZqpE4ODD,electronics,Ported Sub Enclosure Box,"Selling my ported Sub box. Box holds two 10"" subs and has dual ports. Box was expensive to have made. I had 2 Alpine R types in there and man did they sound amazing:D The cut outs you see on the sides of box are there for a reason . They were custom molded to go around the latch and the hinge on the inside of the tailgate on my jeep. BOX WILL UNIVERSALLY FIT IN MOST VEHICLES Any questions please feel free to text me . Thanks! -Brandon",50,30,50,50,25
678,S_PJJ6XALwCCE2US6w,housing,✅MOVE 9 MINUTES DRIVE FROM CAMPUS-- 1535 JULIA STREET✅,"Move into a newly renovated and super clean 1 bed 1 bath at 1535 Julia Street. At 9 minutes away from campus for students, washer place at Sacramento St and easy ascess to Ashby and Shatuck bart stations!
Youtube Video 
https://www.youtube.com/watch?v=fT3bOGphwl8",1950,1794,1950,1950,1759
679,S_YSQrokGRrS3NWOmV,electronics,"Insignia 7"" Digital Picture Frame","Selling my like new Insignia 7"" digital picture frame - used just once or twice for a few minutes. In perfect working conditions and comes with all accessories: remote, charger, memory stick duo adapter. Product Features - 7"" widescreen LCD display with 16:9 aspect ratio:Creates an impressive display for viewing your pictures. - 800 x 480 resolution and 500:1 contrast ratio:Provide an accurate display of your photos' details. - Supports JPEG picture format:For convenient viewing. - 1GB internal memory:Lets you save and manage your digital images. - Supports multiple memory card formats:Including CompactFlash, Secure Digital, Secure Digital High Capacity, MultiMediaCard, Memory Stick, Memory Stick PRO Duo (adapter not included) and xD-Picture Card. - Auto rotation of images:Based on frame orientation and EXIF data stored in the image files. - USB 2.0 interface:For simple connection to your computer or camera. - Infrared remote:To easily control options from across the room. - ENERGY STAR qualified:Features power saving mode to use less energy while viewing slideshows. Local & CASH sale only. Thank you for checking.",20,12,20,20,10
680,S_GgUkuFvQkKKIdsaC,furniture,Antique Chair,"This is a beautiful carved antique wood chair.   Its in good condition, but could perhaps use a new seat cushion.",15,9,15,15,9
681,S_paVKhv5G0PZXEtAN,electronics,"+ 60"" Panasonic Smart tv +","barely used tv in perfect condition.. Pixel Refresh Rate Speed: 120Hz HDMI Ports: 2 Networking Options: Ethernet, Wi-Fi Web Streaming Services: Yes Height: 30.6 inches Width: 53.2 inches Depth: 2.5 inches Average Contrast Ratio: 4742.6 Screen Brightness: 0.05 cd/m^2 Peak Brightness: 237.13 cd/m^2",395,363,395,395,360
685,S_nUb57jdYmLalYgdR,electronics,"42"" Plasma Commercial Monitor (NO HDMI) with Speakers","Note: NO TV tuner, and NO HDMI input! Main characteristics Display format: 16:9; Brightness: 650 CD/m2; Contrast: 4000:1; Progressive scan: yes; Signal reception Sound Acoustic system: no; Interfaces Additionally Anti-glare coating: yes; Color: black Power consumption: 250 W; Dimensions (WxHxD): 40x24x3.5 inches; Speakers ea.",50,38,50,50,36
686,S_pN37b9sbZdaJmL12,car,2011 Infiniti G37 Sedan,"Up for sale is a 2011 G37 with 115k all commuting miles and trips to L.A. The car is in excellent condition no issues at all.(EVERYTHING WORKS) The only reason im selling the car is because im looking for an SUV. Im open to trades for only SUV'S must be the same year or newer acura, Honda,Toyota, Lexus,Infiniti. All services are up to date it is a very reliable car. The car comes with bluetooth,bose stereo system,USB,heated seats,hks exhaust,stage 3 cold air intake ,and much more. The car does hold a salvage title it was side swiped no major damage or frame damage I am open to taking to any mechanic or body shop. Everything was repaired at a certified body shop. You can reach me at please no low balers or joy rides. No scams.",10800,9936,10800,10800,9702
687,S_MCZpGNwiXsjFjQcW,bike,"bmx custom, full aftermarket kink dt2","Fully custom bmx build, kink dt2, shadow vultus forks, new head set, oddysey v3 elementary stem, USA made fit Benny bars 4pc, oddysey bar ends, new subrosa seat and post, new oddysey chain key chain solid, new bonedeth 25t sprocket, new tires, new tubes, revenge wheel set 9t and fully sealed double wall front and rear, comes with 4 pegs Kink, fit, oddysey, shadow conspiracy, subrosa, odi, primo, specialized, Bmx, bike, 20inch",500,300,500,500,278
688,S_l7CadWwsuo17aejW,furniture,"[MSUT GO] Brand New Kitchen Cabinets from Home Depot, Price REDUCED!","I have two Cabinets bought from Homedepot (I have the receipts), now sell for low price! They are all un-opened and brand new (you can see from pics)! I just didn't measure my kitchen so well, homedepot don't accept return (because they are ""special order"") and they have to find another home! --------- They are: ------- I believe most people know that Homedepot sell good quality furniture. If you want to buy it, please leave me a message and I will schedule time to DELIVER it to you (sorry but only around Oakland, otherwise you have to come and pick them up). If you buy all, I will consider a lower price. Sorry but no separate sale. Cash only! Serious buyer only! No low baller!",80,73,80,80,72
689,S_RnTgQxkU8GGt7eoc,electronics,Brother inkjet Multi function printer scanner fax,This Brother inkjet mfc printer scanner fax machine is in excellent condition and needs to go asap. Bought a new laser printer . Printer is in the box Attaching pics for your reference,25,19,25,25,19
690,S_Fny5D7ZS9WyIpGec,electronics,Brand new night owl 8 camerea wifi to phone/dvr survalence system,I have a brand new still in the box Night Owl brand survalence camera system. Whatch live from your phone Everything else is liated on box in pictures I want half price firm. If not ill just sit on it. Serious callers only please. I can drop off if not to far out the way.,350,210,350,350,185
691,S_f66896v9BlJ8Ihty,furniture,blue roller chair,"Blue upholstered rolling chairs Desk, office, dining, or kitchen table Text to schedule pickup Claremont ave and Ashby in Berkeley 510 0176",20,12,20,20,12
693,S_CHv9a00nvtBhJ0JZ,electronics,ZA5073-ND,I am selling the ZA5073-ND Cables I bought quite a few of these a while back and have a lot left over. I have no use for them any more and would like to sell them if anyone is interested. If you can leave name and number that would be great too.,3,2,3,3,2
694,S_sOPqi15NzSQiFOma,furniture,Black Leather  couch (good condition),"Have a black leather couch for sale.  It's in good condition with minor wear. Measures approximately 81"" width, 24.5"" height and 24""depth.",50,46,50,50,46
696,S_UQypgfVFQrVjoCtf,furniture,IKEA Hopen Full Size Bed with mattress and night stand.,"Selling my Ikea Full Size Bed. The Bed is still in good condition, few marks and scratches. I have a mattress that I've had for 6-7 years. It is still good condition. The night stand is suppose to match the bed frame, which is in very good condition. The night stand is on wheels. If interested to only buy one of the items:",225,171,225,225,163
697,S_SLbmoCmzgquzBga0,bike,Electric Tricycle Adult,"new (less  than 5 miles) fully assembled ""liberty Trike"" in red cant use due to disability  and my balance problems. see  spec and faq on website below(where i purchased it) folds for transport https://www.libertytrike.com/ have all manuals charger etc. key. cash only please.",1200,912,1200,1200,888
699,S_cvcweLopA59VcxkX,car,2003 Honda Civic EX Coupe,"2003 Honda Civic EX Coupe, 5-speed manual transmission, A/C, power locks and windows, automatic sliding sun roof, engine 1.7 liter, VTEC, 4-cylinder, runs great, great condition.  181,700 miles.  Call Joe if interested",3950,3002,3950,3950,2772
701,S_hFbhqbt2ymH2Sqex,housing,BEAUTIFUL MODERN HOME IN TRACY FOR RENT,"Be prepared to fall in love! Renting this beautiful home which features crown molding throughout a well thought out floor plan with separate formal living and dining areas, large open kitchen and family room are perfect for entertaining that can flow out onto the large covered patio. There is a downstairs bedroom and full bath as well as an upstairs loft area with built in desks. All this has been spruced up with fresh paint and new carpet! Bright and roomy, when you enter you will be stunned! Its an extremely clean home and the family room is spacious. The kitchen has beautiful cabinets with detailing, and the rooms have organized closets! Its truly a beautiful home for a clean, responsible and happy family. Bathrooms:3 baths Single Family:2,377 sq ft Year Built:2000 These two policies are strictly enforced Lease 1 year minimum Please call Ataullah if interested, serious renters only",2349,2161,2349,2349,2140
702,S_Nit390A27oXwAj01,housing,Charming Cottage with beautiful hardwood floors throughout,"Brand new photos up! Available 
now! Year Lease Dogs and Cats Not Allowed Coin-operated Laundry Office Hours are 9-5pm 
Closed for Lunch 12-1pm",2795,2124,2795,2795,1926
703,S_XUVWusb1bRkTJQZw,electronics,Parasound Halo,"Infinity, NHT, Quantum, QLS, Infinitesimal, Kappa, Renaissance, McIntosh Sansui Kenwood Pioneer Grado Yamaha Tandberg Revox Denon Sumo Sony Arcam Outlaw Audiolab Philips Luxman Linn, Boston Acoustics, Braun, ADS, KEF, Canton, Polk, B & W, M & K, Visonik, Infinity, Advent, Dynaco, AR, Acoustic Research, Kenwood, Pioneer, Nakamichi, NAD, Conrad-Johnson, Onkyo, klipsch, Telefunken, Revox, Sonab, Magnum Dynalab, Fostex, Foster, Wharfedale, Spica, audiophile, vintage, classic, Japan, Japanese, Bang & and Olufsen, B & O, Beosound, Beocenter, classe, Scandyna, Blueroom, Gallo, sanyo, Mark Levinson, bryston, denon, samsung, toshiba, sony, krell, kef, creston, yamaha, Joseph JSE Polk VMPS Boston Acoustic, Kenwood Denon Conrad Johnson Krell Paradigm Scott Klipsch JBL Denon AR Acoustic Research Vintage Dual Thorens Shure Adcom Rotel Bose B&K, Bowers, Onkyo Sony Fisher Scott Sonic Frontiers Paradigm Thiel NAD Arcam Receiver McIntosh Canary Cary Audio Note Bat Counterpoint VTL Quicksilver Lamm Cardas Vintage wilson b&w B&W, Altec, Bogen, Dynaco, Eico, Fisher, Genelex, Grommes, Harmon-Kardon, Heath, Lafayette, Leak, Leslie, Magnavox, Marantz, McIntosh, Pedersen, Pilot, Quad, Radio Craftsmen, Radford, RCA, Rogers, H. H. Scott, Sherwood, Stomberg-Carlson, Western Electric, album, turntable, proac, II",750,690,750,750,689
