scenario_id,post_id,category,title,description,listing_price,images,buyer_target,buyer_bottomline,seller_target,seller_bottomline,intersection,target_gap
S_mPRZDb6vLHByQ0lx,6154479770,bike,Sunny SF-B1001 Indoor Cycling Bike,"Fully assembled Sunny SF-B1001 indoor spin bike in excellent condition for sale! Only ridden a handful of times. Steel frame, 30-lb flywheel, 85-lb weight. Maximum weight limit is 220 lbs. Fully adjustable seat, with lowest seat setting at 29"" from seat to pedal and highest seat setting at 40"" seat to pedal. Caged foot pedals. MUST PICKUP. https://www.amazon.com/Exercise-Pricing-Beautiful-Portable-Calories/dp/B01LB89BMM/ref=sr_1_2?ie=UTF8&qid=1496165931&sr=8-2&keywords=sunny+sf+b1001",125,bike/6154479770_0.jpg,115,,125,,0.2,10
S_QWIvFLOpX4nrxq6S,6133609508,housing,Near Montclaire apt 2br for rent,Near Montclaire very nice apartment for rent. 2 bedroom 1 bath 1 livingroom kitchen + own balcony. Laundry in the building. Attached garage. Sorry no pet and no smoking.,2100,housing/6133609508_0.jpg,1596,,2100,,0.6,504
S_bQ3ogqVTs4c1pQrb,6150687236,electronics,Panasonic HD 720p Energy Star Plasma Television TV,"42"" Anti-Glare Screen (works great in brightly lit rooms) Less than 4"" thick, looks great mounted on the wall. Gorgeous colors, high contrast, solid blacks. Works flawlessly, in excellent condition, very clean, from a smoke-free home. Energy Star compliant! 2 HDMI inputs, plus a bunch of others, including an SD Card Slot for photos. Includes programmable remote, removable stand, and power cord. Pick up only, near El Cerrito Plaza. Cash only. Email me your name and number if you're interested and I'll text you right back. If you can read this, the TV is still available. I'll take down the listing the instant it's sold. Measurements and Additional specs are here: https://www.cnet.com/products/panasonic-th-42pc77u-viera-42-plasma-tv/specs/",60,electronics/6150687236_0.jpg,55,,60,,0.2,5
S_njLWf9WZKSY78HcY,6141821538,furniture,Pottery barn teen store it bed queen,Pottery barn teen store it bed queen size.  Does not include mattress.  Tons of storage.  White and very heavy taken apart and ready for a new home.,150,furniture/6141821538_0.jpg,90,,150,,1.0,60
S_AEJtVaDGd3mJAEXA,6149527852,phone,Verizon Car Charger with Dual Output Micro USB and LED Light,Charge two devices simultaneously on the go. This vehicle charger with an additional USB port delivers enough power to charge two devices at once. The push-button activated LED connector light means no more fumbling in the dark trying to connect your device. Auto Detect IC Technology automatically detects the device type and its specific charging needs for improved compatibility. And the built-in indicator light illuminates red to let you know the charger is receiving power and the power socket is working properly.,10,phone/6149527852_0.jpg,9,,10,,0.2,1
S_fHD9GsOZ9D6r6SRI,6153535782,bike,DH Mountain Bike,"Shame to let it go, great downhill bike. Sadly I got into a motorcycle accident last summer and can't mtb anymore. FSA chain guide and headset Raceface handlebars and stem evolve WTB seat Marzocchi bomber junior t Moto x cranks Shimano deore lx shifter Maxxis high roller tires",800,bike/6153535782_0.jpg,736,,800,,0.2,64
S_oZNQEoUtVyUtqAj9,6104579635,furniture,Solid Wood large wedge desk & Hutch,"Please email, call, text at Solid Wood Desk & Hutch with pewter hardware. Features one file drawer, two utility drawers, door for printer storage, secretary pullout, CPU door, and keyboard pullout. Drawers are with full extension ball bearing drawer glides. Hutch features two doors with one shelf behind each door that can be adjusted. One shelf can be adjusted in open space. Side hutch has one larger door with two shelves that can be adjusted. Hutch also has cubby boxes for additional paperwork storage. This desk is in the Shaker style and features raised panels on sides. . No particle board.",1750,furniture/6104579635_0.jpg,1330,,1750,,0.6,420
S_kfJWgPAI7SLGezQ0,6118424029,car,2005 Toyota Avalon XLS 165k Clean Title,"Up for sale is my pretty clean Avalon I was using for commuting.  Doesn't have any major problems or warning lights on the dash. Tires are like new, leather, moon roof, reclining rear seats.  This car is the Toyota version of the Lexus LS430.  The car has a long wheelbase so it has BIG back seat room and goes over bumps great. Here is some info on the car 2005 Toyota Avalon XLS ( highest model) Clean title Leather seats Tinted windows all around A/C blows very cold Heater works great Has a few dings here and there but overall very clean car",5900,car/6118424029_0.jpg,3540,,5900,,1.0,2360
S_2PVO6A623ZBuURJ2,6145340299,furniture,Rose Wood TV Credenza Console TV Stand 100% Wood,"I'm selling a beautiful rose wood TV credenza console, 100% wood, with cast iron handles, very solid and sturdy Condition: excellent, just one of the drawers is hard to open up, gets stuck sometimes, otherwise it's a beautiful solid wood sturdy piece. 2-middle Shelves with glass doors Only serious buyers please, don't waste your time and my time",200,furniture/6145340299_0.jpg,184,,200,,0.2,16
S_pGBtDi39YTPgQMxi,6111846027,furniture,Pair of Mid Century Lamps,Selling a pair of Mid Century lamps with original shades. Both lamps are in great vintage condition. midcentury mod modern mcm lighting lamp light glass cyrstal colored retro,40,furniture/6111846027_0.jpg,30,,40,,0.6,10
S_S7GGTo3YgsBKLzPg,6114869909,bike,2013 Felt Z3,"Great bike for riders looking for a more comfortable ride, Felt's Z series is made for endurance or longer distance riding and is a very comfortable bike to ride. Bike has recently received a full tune up and is ready to go. Crankset: FSA Energy Compact",1300,bike/6114869909_0.jpg,780,,1300,,1.0,520
S_A6gCk5D9m6WBCXDW,6098896861,housing,Remodeled 1/1 near shops! $1395,"Remodeled 1/1 on ground floor. Granite kitchen, newer carpet, Lino. Pool in complex, coin laundry too. Near stores, restaurants, bus stop. No pets...sorry. Mark Ross RCR Property Management",1395,housing/6098896861_0.jpg,837,,1395,,1.0,558
S_iRqnCTYa35q6MJ2G,6130172675,furniture,Wood Guest Chairs,"I have about 36 of these, firm price unless you buy more than 4 Office furniture, bay area, office cubicles, free, FREE, modular systems, free-standing desks, conference tables, round tables, Telemarketing workstations, Storage systems, desk chairs, task chairs, guest chairs, reception stations, Trading workstations, partitions, dividers, student desks, office desks, storage, affordable, office supplies, cabinets, files, filing, custom made, student, executive, brand name, quality, free, free floor plan, quote, free quote, never used, like new, used, great condition, custom cubicles, desks, executive desks, L-shape desks, U-shape desks, single desks, Cubicles, bookcases, leather office sofas, leather chairs, lateral file cabinets, office, ccf, vertical cabinets, storage cabinets, magnetic whiteboards, CCF OFFICE Aeron chaurs, side chairs, Teknion, Herman Miller, Steel case, Hon, Knol, KI, Inscape, Maxon, Allsteel, Haworth, Office master, Premise, Overheads, hutch,. Tech benches. . .California Cubicles Finder, 4X2, 4X3,4X4 ,5X5 , 6X6, 6X7, 6X8, 7X7, 8X8, 36""high, 42""high, 48""high, 51""high 60""high, 66""high",80,,48,,80,,1.0,32
S_gKgPN05EOBW2k7wz,6144869793,furniture,Round Dining Room Table,Great for small spaces and apartments. Screw loose on one or two chairs..just needs to be tighten. Easy fix. Scratches on surface can be removed or stained. Very nice table. Pick it up today,50,furniture/6144869793_0.jpg,46,,50,,0.2,4
S_C96Z4F14k1BUy1KG,6133339004,housing,modern 2 bedroom 1 bath,"Please email me with your name and phone number if interested and I will update you on open house date. Feel free to call or text if you have any questions. Modern 2 bedroom and 1 bath at a Triplex. Only garbage is included in rent. Plenty of street parking. Available July 1st, 2018 Pets okay with size restrictions. No section 8.",2150,housing/6133339004_0.jpg,1634,,2150,,0.6,516
S_Ly1MxPOSIh1lvHSd,6152181496,electronics,Ultra Quad Copter,Protocol Ultra-Quad  Copter for outdoor flights. Unparalleled precision: Flys up/down forward /backwards right/left side to side perform combination maneuvers banked turns and 360 flips motion sensitive electronic auto stabilize Copter for solid control.2.4 Gig transmitter clear wide area reception LCD screen and audio tones makes flight adjustments a breeze.,85,electronics/6152181496_0.jpg,78,,85,,0.2,7
S_JEXcpz6Od37K4VT0,6118554594,car,2010 Ford F150 Crewcab. 4X4,"2010 Ford F150 Crewcab 4x4 automatic. clean title. 234k miles. Runs like new. Smogged. Power: windows, doors, locks, mirrows, power seats, AC, CD, tow-package, bedliner, side steps. New tires and brakes. Crome factory wheels.",11500,car/6118554594_0.jpg,6900,,11500,,1.0,4600
S_8wzZMHKmWDosYwa9,6137924471,bike,Schwinn Continental,"I bought this bike from the original owner and fixed it up, but stopped needing it to get to the bart station. I added some old schwinn handlebars and grips and Velo Orange fenders..Shifting is pretty good but it likely could use a tune-up. I'm not sure of the size - but i'm about 5'10"" and it's almost too large for me.",75,bike/6137924471_0.jpg,69,,75,,0.2,6
S_U649cb19rjrvHzYW,6152967632,electronics,Four Nest Protect 1st Gen,I'm selling my Nest Protects as I do not need them. All four are in great working condition and come with batteries installed. They have been returned to the factory settings and come with their original packaging. They are easy to instal and set up.,180,electronics/6152967632_0.jpg,165,,180,,0.2,15
S_jTJFZ9RdgVJFYRaP,6136599341,furniture,TV Cart -- P2,"The P2 Luxus Series is Loctek's highest quality TV cart. With a wide and durable base construction, the TV cart provides you with the maximum stability and extended use. Great for offices, conference rooms, tradeshows, hotels, hospitals, airports, and lobbies, the TV cart can hold a TV up to 99 lbs and from 32"" - 70"" wide. Height Adjustment500 mm / 19.7"".  Supported VESA300 x 300， 200 x 200， 400 x 200， 400 x 400， 600 x 400 mm. *Four heavy-duty swivel caster locking wheels for easy gliding. *Built-in cable management system routes cables neatly. *Made of high grade aluminum with durable powder coat finish. *Compact and simple to travel with, easy to disassemble, base legs fold in and support tubes slide down. *Overhead camera shelf for web conferencing. *Component shelf for holding A/V equipment.",300,,228,,300,,0.6,72
S_UfoUr3EQTIuaPCsO,6132468352,bike,Schwinn Tornado women's frame vintage cruiser - 60's era,"Vintage Schwinn Tornado step through cruiser, single speed, early 60's era, local Bay Area bike from Redwood City, nice Blue color with matching blue fenders, springer seat, new Kenda tires on white rims, Made in the USA from Chicago, IL original factory. Rides smooth and comfy with springer seat. Also, have matching Schwinn Spitfire step through cruiser of the same era. Located in Point Richmond off 580W near Richmond-San Rafael bridge. Fifteen minutes from Berkeley.",250,bike/6132468352_0.jpg,190,,250,,0.6,60
S_aNgCBqHiUXZymfNL,6149527511,bike,Electric Tricycle Adult,"new (less  than 5 miles) fully assembled ""liberty Trike"" in red cant use due to disability  and my balance problems. see  spec and faq on website below(where i purchased it) folds for transport https://www.libertytrike.com/ have all manuals charger etc. key. cash only please.",1200,bike/6149527511_0.jpg,720,,1200,,1.0,480
S_WDxpUwtJr4ARm56U,6132571211,housing,One-Bedroom Available Now in Beautiful Brentwood! Move in Today!!,"The Perfect Place to Call Home Avery at TownCentre offers the best living experience in Brentwood. Avery at TownCentre Apartments combines the best of a small town with convenience to shopping, schools, employment and recreation. Located in the shadow of Mount Diablo where you can relax on the sundeck or cool off at the pool. Avery at TownCentre Apartments features seven distinctive floor plans designed to meet diverse needs and lifestyles. We look forward to helping your Brentwood apartment search end here at Avery at TownCentre. Call Now: Full Color Brochure Here: http://lease.conam.com/238h8e This is a 1 Bedroom, 1 Bath, approximately 740 Sq. Ft. - Walk-in Closets* - High-speed Internet Access - Fully Equipped Kitchens - Washer and Dryer In Unit* - Dishwasher - Energy Efficiency Upgrades - Townhome Floor Plans* - Air Conditioning - Covered Carports - Gas Stove - Vaulted Ceilings* - Electric or Gas Ranges* - High Ceilings - Patio or Balcony *In Select Apartment Homes - Clothes Care Facility - 24-Hour Strength and Cardio Center - Fitness Center - Playground Pets Welcome Upon Approval. Please call for details. 1275 Central Blvd., Brentwood, CA, 94513 Equal Housing Opportunity",1860,housing/6132571211_0.jpg,1413,,1860,,0.6,447
S_316XpTAfweZsr0LM,6129299539,furniture,Price reduced - Mid Century Danish Modern Teak End / Coffee Table,"This is a Danish modern teak mid-century end table /  coffee table.  Clean, straight lines typical of Scandinavian high-end design. Exceptional quality with beautiful teak grains. The simplicity of the lines and design are what make this table stand out.  Table is unmarked or label has been removed. This piece of furniture can be very versatile, it can be use as a side table, end table, accent table, tv stand, night stand, bedside table. CONDITION Table is newly refinished and oiled. If the ad is up, it's still up for sale. mid century modern, modern, danish, mid-century, midcentury, mcm, modernism, retro, vintage, eames era, atomic age, 60's, 70's, end table, side table, storage, nightstand, bedside table",95,furniture/6129299539_0.jpg,72,,95,,0.6,23
